eventDate,year,stateProvince,locality,longitude,latitude,id,reason
2019-01-15T20:05:57Z,2019,NA,NA,-61.235656,10.268039,21231,Not in mainland Australia
2019-06-07T19:36:00Z,2019,NA,NA,121.089058,14.591892,22221,Not in mainland Australia
2019-06-23T19:47:00Z,2019,NA,NA,177.365833,-17.773333,22333,Not in mainland Australia
2019-06-25T21:36:00Z,2019,NA,NA,177.36705,-17.772597,22341,Not in mainland Australia
2019-12-30T21:01:00Z,2019,NA,NA,-75.01931,6.481932,22903,Not in mainland Australia
2021-02-11T04:50:00Z,2021,NA,NA,126,9.9,25311,Not in mainland Australia
2021-07-18T22:27:00Z,2021,NA,NA,-85.4,29.7,26129,Not in mainland Australia
NA,NA,NA,NA,-90,16,29843,Not in mainland Australia
NA,NA,New South Wales,"Norfolk Is, outside Colonial Hotel",168.0005481,-29.0818077,29907,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29940,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29941,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29943,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29944,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29946,Not in mainland Australia
NA,NA,National Capital District,Moitaka,147.22,-9.43,29947,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29948,Not in mainland Australia
NA,NA,National Capital District,Moitaka,147.22,-9.43,29949,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29950,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29951,Not in mainland Australia
NA,NA,National Capital District,Moitaka,147.22,-9.43,29953,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29954,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29955,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29956,Not in mainland Australia
NA,NA,National Capital District,Moitaka,147.22,-9.43,29957,Not in mainland Australia
NA,NA,National Capital District,Moitaka,147.22,-9.43,29958,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29959,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29960,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29961,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29962,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29963,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29964,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29965,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29966,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29968,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29969,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29970,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29972,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29973,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29974,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29975,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29976,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29978,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29980,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29981,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29982,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29983,Not in mainland Australia
NA,NA,National Capital District,Moitaka,147.22,-9.43,29986,Not in mainland Australia
NA,NA,National Capital District,Moitaka,147.22,-9.43,29988,Not in mainland Australia
NA,NA,Manus Province,NA,147.25,-2.02,29990,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29991,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29992,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29993,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29996,Not in mainland Australia
NA,NA,Manus Province,NA,147.25,-2.02,29997,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29998,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,29999,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30000,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30001,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30002,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30003,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30004,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30005,Not in mainland Australia
NA,NA,National Capital District,Moitaka,147.22,-9.43,30006,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30008,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30009,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30010,Not in mainland Australia
NA,NA,East New Britain Province,NA,152,-4.33,30011,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30012,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30013,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30014,Not in mainland Australia
NA,NA,Manus Province,NA,147.25,-2.02,30015,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30016,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30017,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30018,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30019,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30022,Not in mainland Australia
NA,NA,National Capital District,Moitaka,147.22,-9.43,30023,Not in mainland Australia
NA,NA,Manus Province,NA,147.25,-2.02,30025,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30026,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30027,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30030,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30031,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30032,Not in mainland Australia
NA,NA,National Capital District,Moitaka,147.22,-9.43,30033,Not in mainland Australia
NA,NA,Morobe Province,Wau,146.7167,-7.3333,30034,Not in mainland Australia
NA,2019,NA,Middle Arm,130.935044,-9.865279,31316,Not in mainland Australia
1980-01-01T00:00:00Z,1980,New South Wales,locality withheld,146.995827,-35.192398,1894,"In mainland Australia, but not in known cane toad habitat"
1980-01-01T00:00:00Z,1980,New South Wales,locality withheld,146.960612,-36.048293,1991,"In mainland Australia, but not in known cane toad habitat"
1990-04-14T00:00:00Z,1990,Victoria,"Melbourne, corner of Caroline & Ford streets, Ringwood",145.23,-37.82,2543,"In mainland Australia, but not in known cane toad habitat"
1990-04-23T00:00:00Z,1990,Victoria,"Mornington Peninsula, Mt. Martha, 11 Clark Avenue",145,-38.3,2545,"In mainland Australia, but not in known cane toad habitat"
1990-07-21T00:00:00Z,1990,Victoria,"Melbourne, Mt. Martha, 100 metres SE of Augusta Street",145,-38.3,2562,"In mainland Australia, but not in known cane toad habitat"
1998-10-06T00:00:00Z,1998,South Australia,NA,138.60137,-34.74842,6007,"In mainland Australia, but not in known cane toad habitat"
2002-11-01T00:00:00Z,2002,Northern Territory,NA,133.8667,-23.7,7249,"In mainland Australia, but not in known cane toad habitat"
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,144.520683,-35.645747,8189,"In mainland Australia, but not in known cane toad habitat"
2008-02-14T00:00:00Z,2008,South Australia,NA,138.6056,-34.8111,10185,"In mainland Australia, but not in known cane toad habitat"
2013-03-13T05:24:00Z,2013,Northern Territory,NA,134.1,-25.7,12876,"In mainland Australia, but not in known cane toad habitat"
2017-03-07T00:00:00Z,2017,New South Wales,locality withheld,148.329322,-36.431411,18167,"In mainland Australia, but not in known cane toad habitat"
2021-02-04T00:00:00Z,2021,New South Wales,locality withheld,149.120224,-36.250765,25235,"In mainland Australia, but not in known cane toad habitat"
NA,NA,South Australia,NA,138.6,-34.95,30024,"In mainland Australia, but not in known cane toad habitat"
NA,NA,Western Australia,"Tom Price, Town Centre",117.794444,-22.693889,30039,"In mainland Australia, but not in known cane toad habitat"
NA,NA,Western Australia,Karratha,116.85,-20.733333,30046,"In mainland Australia, but not in known cane toad habitat"
NA,NA,Western Australia,Roy Hill Mine Accomodation Village,120.011389,-22.490556,30047,"In mainland Australia, but not in known cane toad habitat"
NA,NA,Western Australia,Worseley Alumina Refinery,116.066944,-33.239167,30048,"In mainland Australia, but not in known cane toad habitat"
NA,NA,Northern Territory,NA,134.1,-25.7,32580,"In mainland Australia, but not in known cane toad habitat"
